,Compound,GT_HalfMetal,GT_InsulatorDirect,GT_InsulatorDirectSpinPolarised,GT_InsulatorIndirect,GT_InsulatorIndirectSpinPolarised,GT_Metal,Fit
23347,Al1Mg1V2,0,0,0,0,0,1,5
13110,Al1Be1O3,0,0,0,0,0,1,5
69803,Be1Na1Zn2,0,0,0,0,0,1,5
233808,Os1Ti1Tl1,0,0,0,0,0,1,5
188083,In4Ni24Sb4,0,0,0,0,0,1,5
38860,As1Se1Tl1,0,0,0,0,0,1,5
221960,Na1Rh1Tc1,0,0,0,0,0,1,5
67594,Be2Hg1Zn1,0,0,0,0,0,1,5
115722,Cl2K1Sb1,1,0,0,0,0,0,2
153026,Fe2P1Tc1,0,0,0,0,0,1,5
217584,Mo2Ni1Pt1,0,0,0,0,0,1,5
159385,Ga1K1Sb2,0,0,0,0,0,1,5
126678,Co16Si7Ta6,0,0,0,0,0,1,5
32055,As1Co1Os1,0,0,0,0,0,1,5
150543,Fe1Mn1Si2,0,0,0,0,0,1,5
121218,Co1Hf1Pt1,0,0,0,0,0,1,5
231836,O16Si8,0,0,0,1,0,0,1
26856,Al2Pt1Sn1,0,0,0,0,0,1,5
51790,Ba2Ga1Tc1,0,0,0,0,0,1,5
40986,Au1Cd1Se1,0,0,0,0,0,1,5
139091,Cu1K1Re1,0,0,0,0,0,1,5
240378,P1Se1Sr2,0,0,0,0,0,1,5
75731,Bi1Cl1Sr2,0,1,0,0,0,0,3
222669,Na1Si1Zn2,0,0,0,0,0,1,5
173791,Ge2Te1Tl1,0,0,0,0,0,1,5
40762,Au1Ca1Pd2,0,0,0,0,0,1,5
43462,Au1Hf1Rh2,0,0,0,0,0,1,5
3097,Ag1Br1V2,0,0,0,0,0,1,5
212705,Mg1Te2Ti1,0,0,0,0,0,1,5
124401,Co1Ni1Si1,0,0,0,0,0,1,5
55697,Ba1Ni1Rh1,0,0,0,0,0,1,5
45835,Au1P1Pt1,0,0,0,0,0,1,5
81570,Bi2Re1Sn1,0,0,0,0,0,1,5
142172,Cu1O3Sr2,0,0,0,0,0,1,5
27129,Al1Re1Sc2,0,0,0,0,0,1,5
112341,C6H24Li4N12O14S2,0,0,0,1,0,0,3
222930,Na1Ta2W1,0,0,0,0,0,1,5
81690,Bi1Rh1Tc2,0,0,0,0,0,1,5
27048,Al2P1Zn1,0,0,0,0,0,1,5
146179,Dy8S20Zr4,0,1,0,0,0,0,1
174800,Hf1In1W2,0,0,0,0,0,1,5
7661,Ag1Li1O3,0,0,0,0,0,1,5
189052,In1P1Pt2,0,0,0,0,0,1,5
242246,Re1Rh1Sc2,0,0,0,0,0,1,5
249941,V1Y1Zn2,0,0,0,0,0,1,5
181479,Hg2Mg1Pd1,0,0,0,0,0,1,5
113899,Cl1Fe2Pd1,0,0,0,0,0,1,5
140424,Cu1Mn1O3,0,0,0,0,0,1,5
92509,Br1Si1Te2,0,0,0,0,0,1,5
152483,Fe1Pb1Ta1,0,0,0,0,0,1,5
11754,Al2Au1Ba1,0,0,0,0,0,1,5
79768,Bi1Mo1Ru1,0,0,0,0,0,1,5
116945,Cl1Na1Zn1,0,0,0,1,0,0,1
212666,Mg1Tc1W2,0,0,0,0,0,1,5
139147,Cu1K1Se1,0,0,0,0,0,1,5
25725,Al1Os2Te1,0,0,0,0,0,1,5
174197,Hf2Hg1Ir1,0,0,0,0,0,1,5
216514,Mn1Si2Te1,0,0,0,0,0,1,5
125397,Co3P3Sn3,0,0,0,0,0,1,5
107708,Cd1Mg1Pb1,0,0,0,0,0,1,5
197183,K1P1Rh1,0,0,0,0,0,1,5
20248,Al1Ge1Zn1,0,0,0,0,0,1,5
137283,Cu1Hf1La1,0,0,0,0,0,1,5
134863,Cs1F3Zn1,0,0,0,1,0,0,3
133267,Cr1P1Ti2,0,0,0,0,0,1,5
110517,Cd1Si1Te1,0,0,0,0,0,1,5
32453,As4Cu2Er2,0,0,0,0,0,1,5
57151,Ba1Pt2Sc1,0,0,0,0,0,1,5
132435,Cr2Os1Ru1,0,0,0,0,0,1,5
250005,V2Y1Zr1,0,0,0,0,0,1,5
245296,Sb1Ta1V2,0,0,0,0,0,1,5
217821,Mo1O3Sr1,0,0,0,0,0,1,5
113355,Cl1Cu1In2,0,0,0,0,0,1,5
33423,As1Ga1,0,1,0,0,0,0,1
207375,Li1Rh1Se2,0,0,0,0,0,1,5
216901,Mn2Te2,1,0,0,0,0,0,0
148111,Fe1Ge1Se1,0,0,0,0,0,1,5
140372,Cu1Mg1Zr1,0,0,0,0,0,1,5
205293,Li2Nb1Pt1,0,0,0,0,0,1,5
82843,B2K1Zn1,0,0,0,0,0,1,5
232501,O4Sn2,0,0,0,1,0,0,3
202264,La4P4Sb12,0,0,0,0,0,1,5
44021,Au1K1Pt2,0,0,0,0,0,1,5
173285,Ge1Si1V2,0,0,0,0,0,1,5
184734,H12Mg1O9Se1,0,1,0,0,0,0,3
110938,Ce6Cl6O12Ta2,0,1,0,0,0,0,3
91633,Br2N2Zr2,0,0,0,1,0,0,3
44071,Au2K1Sc1,0,0,0,0,0,1,5
192693,Ir1Os1Si1,0,0,0,0,0,1,5
45955,Au2Rb2Se2,0,0,0,1,0,0,3
38991,As2Si1Tl1,0,0,0,0,0,1,5
167920,Ge1La1Rh2,0,0,0,0,0,1,5
66462,Be1Ga1Hg1,0,0,0,0,0,1,5
36570,As1Mo1Pt1,0,0,0,0,0,1,5
107085,Cd1K1Pb1,0,0,0,0,0,1,5
175237,Hf1K1Pb2,0,0,0,0,0,1,5
99841,Ca2Na1Re1,0,0,0,0,0,1,5
244818,Ru1W2Y1,0,0,0,0,0,1,5
17985,Al1Cu1Pb1,0,0,0,0,0,1,5
3675,Ag1Cd2Si1,0,0,0,0,0,1,5
234581,O8V2Y2,0,1,0,0,0,0,1
102149,Ca1Ru1Se1,0,0,0,0,0,1,5
161582,Ga1Nb1Si2,0,0,0,0,0,1,5
148786,Fe3H16O16P2,0,0,0,1,0,0,1
31418,As1Cd1Sb2,0,0,0,0,0,1,5
136008,Cu1F3Ga1,1,0,0,0,0,0,5
227772,Ni1Pt1Se1,0,0,0,0,0,1,5
10922,Ag2Sr1Tl1,0,0,0,0,0,1,5
182210,Hg1Nb1Tl1,0,0,0,0,0,1,5
230988,O8P2Tl2,0,0,0,1,0,0,3
1502,Ag1Au1Te1,0,0,0,0,0,1,5
32070,As1Co1P2,0,0,0,0,0,1,5
37166,As8O12,0,0,0,0,0,1,1
214567,Mn1Pb2Sb1,0,0,0,0,0,1,5
205780,Li8O32P8Pb8,0,0,0,1,0,0,3
166380,Ge1Hg2Si1,0,0,0,0,0,1,5
232391,O12Si4Zn4,0,0,0,1,0,0,3
144834,Cu1Sn1W2,0,0,0,0,0,1,5
114881,Cl1Hf2P1,0,0,0,0,0,1,5
243258,Re1Te1Tl1,0,0,0,0,0,1,5
248135,Si6Y10,0,0,0,0,0,1,5
33643,As2Ga1Pd1,0,0,0,0,0,1,5
83,Ag1Al1Br1,0,0,0,0,0,1,5
11241,Al2As1Bi1,0,0,0,0,0,1,5
221839,Na1Re2Tl1,0,0,0,0,0,1,5
143739,Cu2Rh1Sc1,0,0,0,0,0,1,5
218214,Mo1Pb1Ta1,0,0,0,0,0,1,5
227939,Ni2P6W4,0,0,0,0,0,1,5
148431,Fe1Hf1Sb1,0,0,0,0,0,1,5
422,Ag1Al1Si1,0,0,0,0,0,1,5
175435,Hf1La1Mn2,0,0,0,0,0,1,5
238367,P4Pb4Sr4,0,0,0,0,0,1,5
133920,Cr1Sb1Te2,0,0,0,0,0,1,5
26708,Al1P1Ta1,0,0,0,0,0,1,5
158809,Ga1In1Te1,0,0,0,0,0,1,5
219119,Mo1Ru1Ta1,0,0,0,0,0,1,5
209492,Mg2Nb1Pt1,0,0,0,0,0,1,5
236117,Pb2Sc1Se1,0,0,0,0,0,1,5
176262,Hf1Mn2Ru1,0,0,0,0,0,1,5
113601,Cl2Cu1Ru1,0,0,0,0,0,1,5
66844,Be1Ge1La2,0,0,0,0,0,1,5
99227,Ca2Mg1Ti1,0,0,0,0,0,1,5
137669,Cu1Hg1Mn1,0,0,0,0,0,1,5
104279,Cd1Cr2Ga1,0,0,0,0,0,1,5
200158,La1Mn1Ru1,0,0,0,0,0,1,5
238641,P2Pd2Pr2,0,0,0,0,0,1,5
221448,Na1P1Tc1,0,0,0,0,0,1,5
137279,Cu1Hf2K1,0,0,0,0,0,1,5
154597,Fe4Si4,0,0,0,1,0,0,5
128725,Cr1Ga1Nb1,0,0,0,0,0,1,5
224777,Nb1P1W1,0,0,0,0,0,1,5
92187,Br1Re1Te2,0,0,0,0,0,1,5
111835,Ce2Si4,0,0,0,0,0,1,5
2821,Ag1Br1K1,0,0,0,0,0,1,5
243094,Re1Sr1Te2,0,0,0,0,0,1,5
222496,Na1Se2Ti1,1,0,0,0,0,0,5
172143,Ge1P1Y2,0,0,0,0,0,1,5
81190,Bi2Pd1Tl1,0,0,0,0,0,1,5
202295,La1P1Si2,0,0,0,0,0,1,5
131073,Cr1Mg1Pt1,0,0,0,0,0,1,5
5437,Ag1Ga2Hg1,0,0,0,0,0,1,5
174084,Ge16Yb6,0,0,0,0,0,1,1
244176,Ru1,0,0,0,0,0,1,5
14045,Al2B1Pb1,0,0,0,0,0,1,5
247881,Si1Ti1V2,0,1,0,0,0,0,5
40982,Au2Cd1Sb1,0,0,0,0,0,1,5
198107,K1Ru1Zn2,0,0,0,0,0,1,5
111548,Ce2O3,0,0,0,1,0,0,3
142789,Cu1Pd2Te1,0,0,0,0,0,1,5
113619,Cl2Cu1Sc1,0,0,0,1,0,0,5
85767,B4P4Pd16,0,0,0,0,0,1,5
108711,Cd1Ni2Tl1,0,0,0,0,0,1,5
100709,Ca4O20Si4Ti4,0,0,1,0,0,0,3
244328,Ru4Se8,0,0,0,1,0,0,3
53043,Ba1In1Li1,0,0,0,0,0,1,5
92616,Br1Ta1Tc1,0,0,0,0,0,1,5
214318,Mn1Os1Sb1,0,0,0,0,0,1,5
56224,Ba1Os1Te2,0,0,0,0,0,1,5
226756,Ni4O8Si2,0,0,0,0,1,0,3
75254,Bi1Cd1Hg1,0,0,0,0,0,1,5
206254,Li2Pb1Rh1,0,0,0,0,0,1,5
52671,Ba1Hg2Na1,0,0,0,0,0,1,5
68975,Be2Mg1P1,0,0,0,0,0,1,5
118902,Co24Cr4Ni4,0,0,0,0,0,1,5
78347,Bi2I6,0,0,0,1,0,0,4
243853,Rh4Si4U4,0,0,0,0,0,1,5
121937,Co1In1Pt2,0,0,0,0,0,1,5
150303,Fe24Mg4Sc4,0,0,0,0,0,1,5
154513,Fe1Se2W1,0,0,0,0,0,1,5
41242,Au1Cl1Ni1,0,0,0,0,0,1,5
187871,In1Nb1Te2,0,0,0,0,0,1,5
159959,Ga8Li40O32,0,1,0,0,0,0,1
104930,Cd4Fe24Ga4,0,0,0,0,0,1,5
209700,Mg1Ni2P1,0,0,0,0,0,1,5
103041,Ca1Ti1Zn1,0,0,0,0,0,1,5
231436,O3Ru1Sb1,0,0,0,0,0,1,5
44112,Au8K2Sn4,0,0,0,0,0,1,5
31090,As1Ca1Os2,0,0,0,0,0,1,5
37216,As4Os2,0,0,0,1,0,0,3
9736,Ag8P4Te8,0,0,0,0,0,1,5
63093,Be1Bi1Fe1,0,0,0,0,0,1,5
22029,Al1K1Se2,0,0,0,0,0,1,5
225994,Nb1Tc1Tl1,0,0,0,0,0,1,5
164295,Ga1Sc1V1,0,0,0,0,0,1,5
74957,Bi1Br1Zn1,0,0,0,0,0,1,5
70250,Be2Ni1W1,0,0,0,0,0,1,5
123443,Co2Mn1Tl1,0,0,0,0,0,1,5
140583,Cu1Mn1Sr1,0,0,0,0,0,1,5
73793,B1Ge1Ta1,0,0,0,0,0,1,5
247552,Si6Ta10,0,0,0,0,0,1,5
126714,Co2Si2Tb1,0,0,0,0,0,1,5
124681,Co1O3Se1,0,0,0,0,0,1,5
134793,Cs1F6Nb1,0,0,0,1,0,0,3
80986,Bi2Pb1Tl1,0,0,0,0,0,1,5
29102,As1Au2In1,0,0,0,0,0,1,5
98019,Ca2Ir2O6,1,0,0,0,0,0,0
184410,H8I4O16Zn2,0,0,0,1,0,0,1
45309,Au1Nb2Si1,0,0,0,0,0,1,5
1840,Ag1Ba1Te1,0,0,0,0,0,1,5
62207,B1Co2Te1,0,0,0,0,0,1,5
85260,B8O14Zn2,0,1,0,0,0,0,3
37396,As1Os1Ti1,0,0,0,0,0,1,5
118861,Co2Cr1Ge1,0,0,0,0,0,1,5
9870,Ag1Pt2Te1,0,0,0,0,0,1,5
86671,Br1Ca2Hg1,0,0,0,0,0,1,5
250184,Yb1,0,0,0,0,0,1,5
78827,Bi2K1Te1,0,0,0,0,0,1,5
131625,Cr1Na1Ru1,0,0,0,0,0,1,5
99330,Ca4Mn4O12,0,1,0,0,0,0,1
83141,B1Li1Mo2,0,0,0,0,0,1,5
112965,Cl1Co1Sn2,0,0,0,0,0,1,5
140886,Cu1Mo1Te1,0,0,0,0,0,1,5
104561,Cd1Cu2In1,0,0,0,0,0,1,5
80177,Bi1Nb1Sb2,0,0,0,0,0,1,5
156045,F12I4O4,0,0,0,1,0,0,3
151590,Fe1Ni2Se1,0,0,0,0,0,1,5
153069,Fe6P6Ti1,0,0,0,0,0,1,5
195378,K1Mo2Sc1,0,0,0,0,0,1,5
63014,B24Dy8Ru4,0,0,0,0,0,1,5
5697,Ag1Ga2Sn1,0,0,0,0,0,1,5
134234,Cr6Si2,0,0,0,0,0,1,5
120214,Co1Ga1Pd1,0,0,0,0,0,1,5
122083,Co2Ir1P1,0,0,0,0,0,1,5
40142,Au1Br1Ca2,0,0,0,0,0,1,5
75619,Bi1Cl1P2,0,0,0,0,0,1,5
181723,Hg1Mn1Sb2,0,0,0,0,0,1,5
160327,Ga1Mg2Pd1,0,0,0,0,0,1,5
196057,K6Nd2O16V4,0,0,0,1,0,0,3
117481,Cl1Pb2Pd1,0,0,0,0,0,1,5
226204,Nb1Zn1Zr1,0,0,0,0,0,1,5
68895,Be1Li1V2,0,0,0,0,0,1,5
15263,Al1Ca1Tc2,0,0,0,0,0,1,5
220583,Na4O16Si4Y4,0,1,0,0,0,0,1
190059,In1Sb1Ta1,0,0,0,0,0,1,5
89859,B1Rh1Y2,0,0,0,1,0,0,5
137427,Cu1Hf1Rh1,0,0,0,0,0,1,5
145225,Cu1Tc1Y1,0,0,0,0,0,1,5
122889,Co1Li2Sn1,0,0,0,0,0,1,5
94448,Ca1Co2Cu1,0,0,0,0,0,1,5
56048,Ba6O30Si12,0,1,0,0,0,0,1
58345,Ba1Sn2Tl1,0,0,0,0,0,1,5
167183,Ge1Ir2Ru1,0,0,0,0,0,1,5
115540,Cl1K1Mn2,0,0,0,0,0,1,5
210676,Mg2Pb1Y1,0,0,0,0,0,1,5
12205,Al4Au4U2,0,0,0,0,0,1,5
96142,Ca3Ga3O14Si2Ta1,0,1,0,0,0,0,1
344,Ag1Al2Pd1,0,0,0,0,0,1,5
18759,Al1Fe2Mg1,0,0,0,0,0,1,5
76686,Bi2Fe1Ga1,0,0,0,0,0,1,5
37517,As1Pb1Pt1,0,0,0,0,0,1,5
210728,Mg2Pd1Re1,0,0,0,0,0,1,5
234328,O8Ti4,0,0,0,1,0,0,3
162787,Ga1Pd1Sc1,0,0,0,0,0,1,5
121300,Co12Hf8Si16,0,0,0,0,0,1,5
232168,O6Si3,0,0,0,1,0,0,3
162475,Ga20O48Tb12,0,1,0,0,0,0,1
232056,O6Si3,0,1,0,0,0,0,1
178168,Hf2Pd1W1,0,0,0,0,0,1,5
242411,Re1Ru2Si1,0,0,0,0,0,1,5
125232,Co2P1Pd1,0,0,0,0,0,1,5
198677,K1Si1Zn2,0,0,0,0,0,1,5
243705,Rh1Se1W2,0,0,0,0,0,1,5
126715,Co2Si2Tb2,0,0,0,0,0,1,5
113523,Cl1Cu1P1,0,0,0,0,0,1,5
189119,In1P1Se2,0,0,0,0,0,1,5
184631,H16Li8O48S12,0,1,0,0,0,0,3
76673,Bi1F3,0,0,0,1,0,0,0
247741,Si1Tc2Y1,0,0,0,0,0,1,5
147964,Fe1Ge1Na1,0,0,0,0,0,1,5
180569,Hg1Ir1Ni1,0,0,0,0,0,1,5
32428,As5Cs3O9,0,1,0,0,0,0,1
51957,Ba1Ge1Li2,0,1,0,0,0,0,5
25039,Al4Ni24Ti4,0,0,0,0,0,1,5
25911,Al1Pb1Pd1,0,0,0,0,0,1,5
37379,As1Os1Tc2,0,0,0,0,0,1,5
69459,Be1Mo1Rh2,0,0,0,0,0,1,5
119598,Co2F4,0,0,1,0,0,0,2
248084,Si6W3,0,1,0,0,0,0,3
213281,Mn2Na1Re1,0,0,0,0,0,1,5
134652,Cr2Y1Zr1,0,0,0,0,0,1,5
148070,Fe2Ge1Rh1,0,0,0,0,0,1,5
46921,Ba2Be4O14Si4,0,0,0,1,0,0,3
238162,P1Pb1Ru2,0,0,0,0,0,1,5
153079,Fe1P2Tl1,0,0,0,0,0,1,5
247778,Si1Te1Tl2,0,0,0,0,0,1,5
2419,Ag2Bi1Pb1,0,0,0,0,0,1,5
204546,Li1Mg1Y1,0,0,0,0,0,1,5
123106,Co2Mg1Si1,0,0,0,0,0,1,5
239707,P2Rh1Tc1,0,0,0,0,0,1,5
101439,Ca1P2Pd1,0,0,0,0,0,1,5
182506,Hg2Os1Se1,0,0,0,0,0,1,5
60488,B1Br1Si1,0,0,0,0,0,1,5
231639,O3Sb1Te1,0,0,0,0,0,1,5
207480,Li2Rh1Y1,0,0,0,0,0,1,5
105697,Cd16Ge8P4,0,0,0,0,0,1,5
138814,Cu1Ir1Sr1,0,0,0,0,0,1,5
1296,Ag1Au1Mn1,0,0,0,0,0,1,5
174953,Hf1Ir1Pd1,0,0,0,0,0,1,5
217015,Mn1Tl1V2,0,0,0,0,0,1,5
183994,Hg1Si2Sr1,0,0,0,0,0,1,5
160743,Ga1Mn2Si1,0,0,0,0,0,1,5
10442,Ag1Sb1V2,0,0,0,0,0,1,5
44868,Au2Mn1Rh1,0,0,0,0,0,1,5
222526,Na1Se1W2,0,0,0,0,0,1,5
238120,P1Pb1Re1,0,0,0,0,0,1,5
7887,Ag2Mg1Pd1,0,0,0,0,0,1,5
24762,Al3Ni2P1,0,0,0,0,0,1,5
4613,Ag1Cr1Te2,0,0,0,0,0,1,5
133652,Cr2Rh1Si1,0,0,0,0,0,1,5
183170,Hg1Pt2Ru1,0,0,0,0,0,1,5
1415,Ag2Au1Ru1,0,0,0,0,0,1,5
44000,Au4K6P1,1,0,0,0,0,0,5
51823,Ba1Ga2V1,0,0,0,0,0,1,5
44029,Au1K1Re1,0,0,0,0,0,1,5
32273,As1Cr1Ir2,0,0,0,0,0,1,5
102258,Ca2Sb1Sn1,0,0,0,0,0,1,5
88802,Br2Ga1Sb1,0,0,0,0,0,1,5
17700,Al1Cu2In1,0,0,0,0,0,1,5
9252,Ag1Pb1V1,0,0,0,0,0,1,5
75265,Bi1Cd1In2,0,0,0,0,0,1,5
122081,Co1Ir2P1,0,0,0,0,0,1,5
168977,Ge2Mn1Os1,0,0,0,0,0,1,5
223577,Nb1Ni1Y1,0,0,0,0,0,1,5
249414,Te4,0,0,0,0,0,1,5
180863,Hg1K1Os1,0,0,0,0,0,1,5
24069,Al2Na1Nb1,0,0,0,0,0,1,5
158175,Ga1Hg1In1,0,0,0,0,0,1,5
186290,In1K1Pd1,0,0,0,0,0,1,5
190426,In2Si1Te1,0,0,0,0,0,1,5
108430,Cd1Nb2Pt1,0,0,0,0,0,1,5
214576,Mn1Pb2Sc1,0,0,0,0,0,1,5
87857,Br8Cu2H24N4O4,0,0,0,0,0,1,5
154688,Fe2Si2Th1,0,0,0,0,0,1,5
207000,Li1Pt1Sr2,0,0,0,0,0,1,5
180954,Hg1K1Se1,0,0,0,0,0,1,5
194746,K2Mg1Pt1,0,0,0,0,0,1,5
200230,La1Mn1Sr2,0,0,0,0,0,1,5
25954,Al2Pb1Ru1,0,0,0,0,0,1,5
178865,Hf2Rh1Sb1,0,0,0,0,0,1,5
217074,Mn2V1Y1,0,0,0,0,0,1,5
140460,Cu1Mn1Pb1,0,0,0,0,0,1,5
151728,Fe4Ni24Zr4,0,0,0,0,0,1,5
242131,Rb16S32Zr8,0,1,0,0,0,0,1
12002,Al2Au1Nb1,0,0,0,0,0,1,5
75902,Bi8Co4O28S4,0,0,0,1,0,0,3
55115,Ba1Mo1Tl1,0,0,0,0,0,1,5
139752,Cu1Li1O1,0,0,0,0,0,1,1
118613,C1Na4O4,0,0,0,1,0,0,3
65863,Be2Cu1V1,0,0,0,0,0,1,5
107067,Cd1K1P1,0,0,0,0,0,1,5
24092,Al1Na1Os1,0,0,0,0,0,1,5
224844,Nb1Re1Se1,0,0,0,0,0,1,5
67399,Be1Hf2Zr1,0,0,0,0,0,1,5
163248,Ga1Pt1Rh1,0,0,0,0,0,1,5
238279,P6Pb4Se1,0,0,0,0,0,1,5
72162,Be1Si2Sn1,0,0,0,0,0,1,5
80659,Bi2O2Se1,0,0,0,1,0,0,5
190746,In1Te2Ti1,0,0,0,0,0,1,5
177068,Hf1Nb1W1,0,0,0,0,0,1,5
141977,Cu8O16P4,1,0,0,0,0,0,4
104115,Cd1Co1In1,0,0,0,0,0,1,5
223656,Nb10O2Pt6,0,0,0,0,0,1,5
163388,Ga1Pt1W1,0,0,0,0,0,1,5
226813,Ni2Os1Ru1,0,0,0,0,0,1,5
156338,F8Li2O4Re2,0,1,0,0,0,0,1
107254,Cd1K2Y1,0,0,0,0,0,1,5
145256,Cu4Te2,0,0,0,0,0,1,5
101359,Ca2Pd1W1,0,0,0,0,0,1,5
115708,Cl1K2Rh1,1,0,0,0,0,0,0
147317,Fe6Ga1Hf2,0,0,0,0,0,1,5
71801,Be1Ru2Zn1,0,0,0,0,0,1,5
95057,Ca1Cu1Hg2,0,0,0,0,0,1,5
208181,Li1Sr1Tc1,0,0,0,0,0,1,5
152029,Fe20O48Si12,0,0,0,1,0,0,3
107993,Cd1Mn1Te1,0,0,0,0,0,1,5
37640,As1Pb1Ti1,0,0,0,0,0,1,5
215800,Mn1Rh2Te1,0,0,0,0,0,1,5
175936,Hf2Mg1Os1,0,0,0,0,0,1,5
19184,Al1Fe1Y1,0,0,0,0,0,1,5
208810,Mg1Mn1Sc1,0,0,0,0,0,1,5
191254,Ir2K1W1,0,0,0,0,0,1,5
69799,Be2Na1W1,0,0,0,0,0,1,5
28199,Al1Sn1Ta2,0,0,0,0,0,1,5
178947,Hf1Rh1Ti2,0,0,0,0,0,1,5
67279,Be1Hf2Rh1,0,0,0,0,0,1,5
74516,Bi4,0,0,0,0,0,1,5
33647,As1Ga1Pt2,0,0,0,0,0,1,5
113621,Cl1Cu1Se1,0,0,0,0,0,1,5
64970,Be2Co1Ru1,0,0,0,0,0,1,5
76049,Bi2Cr1Ge1,0,0,0,0,0,1,5
111581,Ce4O4Se3,0,0,0,1,0,0,3
127505,Co2Y1Zn1,0,0,0,0,0,1,5
121419,Co18Hf8W2,0,0,0,0,0,1,5
175104,Hf1Ir1V2,0,0,0,0,0,1,5
172523,Ge1Rh1Tl2,0,0,0,0,0,1,5
42682,Au1Ga1O3,1,0,0,0,0,0,5
239069,P2Pt2Si1,0,0,0,0,0,1,5
88023,Br6Cu4Rb2,0,1,0,0,0,0,3
7119,Ag1Ir1Se2,0,0,0,0,0,1,5
686,Ag1As1Hg1,0,0,0,0,0,1,5
126571,Co1Se1Ti1,0,0,0,0,0,1,5
137348,Cu1Hf1Ni1,0,0,0,0,0,1,5
1736,Ag2Ba1P1,0,0,0,0,0,1,5
82486,Bi1Ti1Zn1,0,0,0,0,0,1,5
247285,Si2,0,0,0,0,0,1,5
45540,Au1Os1Si1,0,0,0,0,0,1,5
233875,Os2Y1Zn1,0,0,0,0,0,1,5
206277,Li1Pb1Sc1,0,0,0,1,0,0,5
147557,Fe2Ga1Ru1,0,0,0,0,0,1,5
72695,Be1W1Zr1,0,0,0,0,0,1,5
127190,Co24Sr4W4,0,0,0,0,0,1,5
215316,Mn1Pt2Ru1,0,0,0,0,0,1,5
208175,Li1Sn2Zr1,0,0,0,0,0,1,5
169295,Ge1Mn1W1,1,0,0,0,0,0,5
250082,V2Zn1Zr1,0,0,0,0,0,1,5
72910,B1Fe1Re1,0,0,0,0,0,1,5
231657,O12Sb4W2,0,1,0,0,0,0,3
179567,Hf1Se2Zr1,0,0,0,0,0,1,5
110994,Ce6Co8Sn26,0,0,0,0,0,1,5
167425,Ge1K1Mo2,0,0,0,0,0,1,5
148490,Fe6Hf16Si7,0,0,0,0,0,1,5
244511,Ru1Si1Tc1,0,0,0,0,0,1,5
23039,Al1Mg2Ni1,0,0,0,0,0,1,5
60951,B1Ca1Rh1,0,0,0,0,0,1,5
12627,Al1Ba1Se1,0,0,0,0,0,1,5
107787,Cd2Mg1Se1,0,0,0,0,0,1,5
78670,Bi1K1Nb1,1,0,0,0,0,0,0
73168,B1Ga1Ir2,0,0,0,0,0,1,5
58797,Ba1Y2Zr1,0,0,0,0,0,1,5
233653,Os1Si1Tl2,0,0,0,0,0,1,5
87347,Br1Cl1Te2,0,0,0,0,0,1,5
20471,Al1Hf1Pd2,0,0,0,0,0,1,5
187585,In1Na1Pb2,0,0,0,0,0,1,5
33935,As2Ge1Mo1,0,0,0,0,0,1,5
154710,Fe6Si6Ti6,0,0,0,0,0,1,5
237191,Pd1,0,0,0,0,0,1,5
90046,Br1Ir1Rh1,0,0,0,0,0,1,5
30017,As1Be1Rh1,0,0,0,0,0,1,5
95974,Ca4Ga4Ge4,0,0,0,0,0,1,5
147771,Fe1Ga1Zr1,0,0,0,0,0,1,5
153637,Fe1Rh2Sn1,0,0,0,0,0,1,5
127486,Co24W4Zr4,0,0,0,0,0,1,5
117799,Cl1Pt1Se2,0,0,0,0,0,1,5
112627,C4H4O10Rb4,0,0,0,1,0,0,1
217607,Mo1Ni1Sb1,0,0,0,0,0,1,5
48211,Ba1Ca1Li2,0,0,0,0,0,1,5
17797,Al1Cu2Nb1,0,0,0,0,0,1,5
18617,Al8Eu1Mn4,0,0,0,0,0,1,5
199112,K2Te1V1,0,0,0,0,0,1,5
180615,Hg2Ir1Pd1,0,0,0,0,0,1,5
2311,Ag1Bi1Br2,0,0,0,0,0,1,5
182263,Hg2Ni1Pd1,0,0,0,0,0,1,5
155990,F8H12O6Zr2,0,0,0,1,0,0,3
62816,B1Cu1Sb1,0,0,0,0,0,1,5
130002,Cr1Ir2Mo1,0,0,0,0,0,1,5
213628,Mn1Nb1Tl2,0,0,0,0,0,1,5
60065,B1Br2Hf1,0,0,0,0,0,1,5
96546,Ca2Ge4O10,0,1,0,0,0,0,1
104810,Cd1Cu2Ta1,0,0,0,0,0,1,5
244052,Rh1Ti1Tl1,0,0,0,0,0,1,5
67653,Be1In1Mg1,0,0,0,0,0,1,5
93900,Ca1Cd1La2,0,0,0,0,0,1,5
37557,As1Pb1Sb1,0,0,0,0,0,1,5
168872,Ge2Mn6,0,0,0,0,0,1,5
129256,Cr1Ge1Sn1,0,0,0,0,0,1,5
52264,Ba2Ge1W1,0,0,0,0,0,1,5
46656,B50,0,0,0,0,0,1,5
139909,Cu1Li2Si1,0,0,0,0,0,1,5
107686,Cd1Mg1O3,1,0,0,0,0,0,5
136946,Cu1Ge1Pb1,0,0,0,0,0,1,5
82174,Bi1Se1Zr2,0,0,0,0,0,1,5
140830,Cu1Mo1Se1,0,0,0,0,0,1,5
80127,Bi2Nb1P1,0,0,0,0,0,1,5
5949,Ag2Ge2Nd1,0,0,0,0,0,1,5
144741,Cu6Sn2,0,0,0,0,0,1,5
191343,Ir1La1P1,0,0,0,0,0,1,5
75729,Bi1Cl1Sr1,0,0,0,0,0,1,5
